"Quality"	"DALA_1_1965.freebayes"	"GAST_10_1965.freebayes"	"GAST_11_1965.freebayes"	"GAST_12_1969.freebayes"	"GAST_13_1969.freebayes"	"GAST_14_1969.freebayes"	"GAST_1_1941.freebayes"	"GAST_2_1941.freebayes"	"GAST_3_1941.freebayes"	"GAST_4_1941.freebayes"	"GAST_5_1943.freebayes"	"GAST_6_1965.freebayes"	"GAST_7_1965.freebayes"	"GAST_8_1965.freebayes"	"GAST_9_1965.freebayes"	"ITAL_1_1946.freebayes"	"KALM_2_1955.freebayes"	"KALM_3_1955.freebayes"	"KALM_4_1957.freebayes"	"KALM_5_1961.freebayes"	"KALM_6_1961.freebayes"	"KALM_7_1961.freebayes"	"KALM_8_1969.freebayes"	"SMAL_1_1967.freebayes"	"SMAL_2_1967.freebayes"	"SMAL_3_1967.freebayes"	"STOC_1_1965.freebayes"	"STOC_2_1965.freebayes"	"STOC_3_1965.freebayes"	"STOC_4_1965.freebayes"	"STOC_5_1965.freebayes"	"UPPS_1_1951.freebayes"	"UPPS_2_1958.freebayes"	"UPPS_3_1969.freebayes"
0	261769	103722	356652	907067	75434	765685	283284	110269	717445	474351	559615	374735	132595	54366	74229	513825	866400	472810	549932	701778	254681	161156	1073308	159878	870070	277178	14416	452977	52496	552295	700917	87244	479575	405766
0.7																											380
1														3511
1.1					711																								381
1.2															981																	1090
1.3		9483																									3802
1.4								1172					1275
1.8							4398														3607
2	1643																										104
2.1														879										1934					737
2.2			1591															1720
2.3					437										404											1156
2.4										2494		2545
2.5		967																										2998				692		2031
2.6									3641													1538											3573
2.7											11049									11332							3404
2.8						4468							857																	3147
2.9								461								1824
3.1														252											1987						1810
3.2																													412
3.3																	7357
3.4					259																						62
3.5															264
3.6				16678			13209														12988
3.7																							1775									745
3.8		570
3.9	1033
4																											233
4.1														365
4.2													1295
4.3			1454					698																1200					430
4.4																		4700
4.6					320																					889
4.7												759			236												44
4.8										5466
4.9																			1302															1084
5																												2648				574
5.1		912												534
5.2									1877													529											1229
5.3																					3272								1093
5.4							1650				2499																140
5.5																				2577										3215
5.6						2706							1095
5.7					616
5.8								9960							6966	27562
5.9	703
6																											91
6.1																															1998
6.2														7579											13181							9611
6.4		400																						590					210
6.5			899
6.6																	2059
6.7																		2391									221
6.9					241																					738
7													504		292
7.1				1032								594									437
7.2								209		736				118
7.3							431
7.4																							1670				49							728
7.5																												1503	190			405
7.6		455
7.7									5728
7.8	648																					400											958
8					236
8.1											900																35
8.2														765	857					2941
8.3																														1147
8.4						954							286
8.6																								223					70
8.7			1003					426																			65					383
8.8																898
8.9		306																734			565
9.1					151		563																			567
9.2																															2139
9.3														4206
9.4												1188			326										1673		230
9.6										1092																			170
9.8	521												262						845
9.9																	2928															1209		1896
10																												1038
10.1								100																			37
10.2		509
10.3					207				921					205
10.4																																	596
10.5															248							438
10.7				1378																	781			555			86		270
10.8											965
10.9			7916				14309													11255
11.1						2515												1600					2340							2455
11.2													656																			483
11.3														100
11.4					470																					1128	116
11.5		235						285
11.7	735														338	1290
11.8												5499																	204
12.1										827																	42
12.2																															1044
12.4														153																		250		759
12.5																					711				1984			1006
12.6					605								818
12.7		462					787
12.8																											2368		3599
12.9									2912						738									1397
13			695					272																									753
13.1																						1532
13.2																	1403
13.3																		2319
13.4														701													185
13.6											2214
13.7	1794				698															1729						1565						1330
13.8																														2003
13.9						3178																							547
14		25140											28100		21874
14.1																											153
14.2				1997								1281									931
14.4								584						393
14.5							937			876
14.6																7000			6419
14.7																							1342
14.8																											41							501
14.9					336																											377
15																								921				698	136
15.2			959												359
15.3		897																													1669
15.4													454	608													136
15.5									875									671
15.6	353																								819
15.7																						264											507
15.9								320
16					870																1630					986			310
16.1																											152
16.2																																208
16.3							1389				1427
16.4															356					1337
16.5												6355		4155			6669
16.6		828																												1120
16.7						1071
16.8													322														40
16.9										698
17.1					472																								370
17.2																								721
17.3								181																										467
17.4			436																													260
17.5														153	166	654											38	843
17.6	373
17.8		230		1094														540			489
18.1							5169		3628																		183
18.2													814																237
18.3					4964																	6176				6493							7747
18.4																							1065								1039
18.5														151
18.6																																647
18.7															766										3105
18.8								268																			60
18.9												1054
19											1904
19.1		259
19.2																				2942
19.3										799														377					174
19.4					242																									921
19.5			534			924													723								56
19.6	848												784	378							808
19.8																	1488																	705
19.9															2215																	1232
20							1365											1290										1676
20.1																											269
20.2								4344
20.3																													209
