"Quality"	"ALTA_1_2015.freebayes"	"ALTA_2_2015.freebayes"	"BAJK_1_2016.freebayes"	"BAJK_2_2016.freebayes"	"BAJK_3_2016.freebayes"	"BAJK_4_2016.freebayes"	"BELA_1_2004.freebayes"	"CHEH_1_1989.freebayes"	"CHEH_2_2004.freebayes"	"CHEH_3_2008.freebayes"	"JAPA_1_1994.freebayes"	"JAPA_2_1994.freebayes"	"KALM_10_1983.freebayes"	"KALM_1_2018.freebayes"	"KALM_9_1981.freebayes"	"KAZA_1_2006.freebayes"	"KAZA_2_2006.freebayes"	"KRAS_1_2002.freebayes"	"KRAS_2_2002.freebayes"	"KRAS_3_2002.freebayes"	"KRAS_4_2002.freebayes"	"POLA_1_2003.freebayes"	"POLA_2_2003.freebayes"	"RUSS_1_1998.freebayes"	"RUSS_2_1999.freebayes"	"RUSS_3_1999.freebayes"	"RUSS_4_2008.freebayes"	"RUSS_5_2008.freebayes"	"SLOV_1_1990.freebayes"	"SMAL_4_1996.freebayes"	"SMAL_5_1998.freebayes"	"SMAL_6_2013.freebayes"	"STOC_6_1965.freebayes"	"URAL_1_1991.freebayes"	"URAL_2_1995.freebayes"	"VAST_1_1983.freebayes"	"VAST_2_1999.freebayes"	"VAST_3_2005.freebayes"	"VORO_1_1998.freebayes"
0	1539338	998963	731099	1202842	1270522	1221748	691457	1775083	1346692	720212	1633172	400919	1742310	1607710	1705411	1178417	1553725	1742523	625393	1670460	955549	1514507	1590878	1688864	776024	1736070	1372006	1302203	1700731	1704328	889479	1369221	1281183	1413022	1360824	1716729	819998	1580570	1176931
82.7							1781
82.9				827																																			1219
83																				965
83.1			557
83.6																									2151
83.7																					892
83.8										756									1387																1234
84.1												843
84.5						857												1024														1461					1209
84.7																														2329
84.9									1365							1112																						1262
85					1827
85.1																						2977												2582
85.3																									3935						3257								5373
85.5		2289								1266
85.6																			3060
85.9							165729
86																											7005
86.1			451
86.2																																	1035
86.5								854				468																	856
86.6	928																						1191					1130
86.7																																				1036
86.9																									835
87				1226
87.1																	1061															878
87.2										718
87.5																			1170
87.7																																							9502
87.8																					689
88																																					977
88.3																								1028
88.4																																		3555
88.5						1121																			980										1123
88.8													1109		1082	1296																						958
88.9										1887		2133
89							1634															1284
89.1																															1290
89.2			408
89.3											1144
89.4																			1865							957
89.6														1341
89.7																																1082
90																				1004																			1145
90.2																		980							1339
90.5									1174
90.6										2069
90.8																																	949
90.9		1009																										1138
91																											809
91.2				677															800
91.4												440
91.5					1078																																817
91.7																																		5515
91.8																									1107					1094
92																					650
92.2							10684			6953
92.3			1820
92.4	2919																						2695									2918							2164
92.5						562
92.6																547	1094
92.7																																						1252
92.8																															490
92.9																						929
93.1																			2175																1242
93.4																																				1675
93.5																									1627
93.8												266
93.9										430
94.4								1818
94.6																								896
94.8																																							1092
94.9																																		833
95																			918													1024
95.1																									530				1030								965
95.2															1573
95.3				9088																								8524					7807
95.4			1160				1892
95.6										521			824
95.8																		804
96.1																											1211
96.2		5263							943			4118									2007
96.5						4716										4596															4528							970
96.7											785											746			893
96.8																			664							1179
96.9																				2492
97														1252
97.1																																							1900
97.3										421
97.6																																756
97.8																																			946
98					1435												1216
98.2	835																						1457											1784
98.4			353																						581
98.6							778					405																									1021
98.7																			14623
98.8																														633
98.9										498
99.5				653																																			835
99.6																												922
99.9																																	753
100																									4626
100.1																																				1597
100.2																															997
100.3																902																2674
100.4																					993																	891
100.5						1868													1619
100.6										444												659
100.9																								1043
101												357
101.1																											839
101.5		1110	464												1102			937																1037
101.7																									8102
101.8							2122		814
101.9																																							2180
102.1																																					956
102.2								1013
102.3										686
102.4													786						609
102.5																																			753
102.9																																1444
103.3																									566
103.4												573
103.5																	3177
103.6				830
103.8																				1871									1708
103.9																												1232			859
104	941									547													1056
104.2											1117					2204																						1481	5853
104.3																			812							1008
104.4																																	2171
104.5														1388								1010
104.6			770		1833	1271															834
104.8																																		2248
104.9							793																		1236
105.6										559																						1008					1133
105.8												336
105.9																														795
106.1																			1375
106.2																											1167
106.6																									884														1217
106.8																																				1124
106.9		621
107.1																		1416																	1751
107.3										427														999
107.5									747
107.6																															593
107.7			386
107.8				832
107.9															977
108																			1043															1122
108.1							1214									788																						1026
108.2												463													1210			1505				1661
108.3																						1192
108.6						891
108.7																					785
108.9																	870																795
109										1056																													1674
109.2																																					1789
109.3													1150
109.7																							1100
109.8	1948																		1151
109.9																									637
110.1								1078
110.6												325
110.7			2398							2805										1356
110.8																																1035
111.1					4587
111.2																											1159
111.3							788																								545			726					1211
111.5																									756
111.6											918
111.7																			916							882
111.8																																			2089
111.9				845										1086		867
112																																						968
112.2		2704																				4060
112.4										786																			1062
112.6						9468																						8078
112.7																		8063																			42559
112.9																					11712
113												1048																		1559
113.1									1028																1447
113.4																																				1883
113.5																																889	1090
113.6																			1319					4317
113.7																																							1978
113.8			743
114										1250
114.2															1029
114.3																	1421
114.5							950
114.6																																		2067
114.8																									1404
115																															1330
115.4												803							903
115.5	1986																						1482
115.7										1692
115.8																2136																						1885
116				2602
116.1													2785									2426										2024							2168
116.2																																					86139
116.3																											681
116.4																									1695										2426
116.6						957
116.9			855																									1350
117.1																					901
117.3																			1340
117.4										5079
117.6		830			1343
117.7							1141													1179
117.8												347
117.9								756																										1005
118																																	888
118.1																									1454
118.4																		878																					1281
118.7																															507
118.8									996																							1112
119.1										3698	1116
119.2																			718							1365
119.4														1117
119.6																716
119.7																									848												957	766
119.8																	971
119.9																								1158
120			1364																			1733								1284
120.1																																				1498
120.2				4042								1522
120.6						815									1393
120.7										603
120.8							784																																1229
121																			9962
121.1																													1073					2148	1891
121.2																												1626
121.3	924																				601		957		554
121.4																											878					1046
122.4										1121
122.5																															566
122.6												489																					965
122.9		2365											1126						1577
123																									2359
123.1			1207
123.2																																					698		1547
123.5																1374																						1222
123.8																						1159
124							122786											28127														25688
124.1										752
124.2					1193
124.3				14813
124.4																																		1573
124.5									575
124.6																				833					577
124.7						2923													5065
125												923
125.2																	927
125.5																					538
125.6																												865											1221
125.7																																			877
125.8								877		774
126.1			351
126.2																								983							349
126.3																									536
126.4																											757
126.5											780
126.6																			693							861
126.7																																1180
126.8																																				1966	4877
126.9														1082	1025
127.1	1175																						1840							1041			1270
127.2							520
127.4										7748		1015				4180																						2534
127.7																						692												821
127.9																									1073														2916
128.3		960
128.5				1181															735
128.7						663
129.1										1602
129.2			374
129.3																																5081
129.5																									2981
129.6																		936
129.7																					409								802
129.8												1269	936
129.9																												15400			16167
130.1									1216
130.3																			450																		709		1228
130.4							580																												1897
130.7					1199												805
130.8										824
131																																		2492
131.2																607									851
131.3																																						963
131.5																				803							566
131.6																						610											594
132																																7566
132.2												247							546
132.3			481
132.5										306														1055
132.6				599
132.7						1181																																	1797
132.8																							1662		767
132.9	1503
133.3															2315
133.5																																				886
133.6		1034					836																								520
133.7								783
133.8																					1080																1364
134											1051								509
134.1																										1038				733
134.2										569																		1323						4262
134.3														2307
134.5																									784
134.6												3566																				8285
135																																							921
135.1																428																			585			833
135.3																		1653
135.4			295																			710
135.8									767	499
135.9																			1377
136.1																	821								369
136.2																																	857
136.5																											1267
136.6													853
136.7						535	358
136.8				781
137												280
137.2					933																											859
137.3																															314						718
137.4																																							788
137.5										428																								806
137.7																									1316
137.8																			858
138																					949
138.4			1293																	1850									1456
138.6	780																						1294					659
138.8																								1566
138.9																1370
139		905																																				838
139.2										470
139.3																						1193
139.4												382													557
139.6															847				443
139.7																																			829
139.8																																							1686
139.9							1037																									969
140.1																																				1059
140.7																																	1210
140.8						728																												1416			1278
140.9				8858						9208								3379
141																									942						527
141.2																														1572
141.4									617		957
141.5			271					718											830							902
141.6																	1663										690
141.8												281		3310
142.1																																							853
142.2																					948
142.5										1621																						1117
142.7																									630
142.8																1044																						1606
142.9																												1339
143.1							827
143.2																						4166
143.4													1152						886
143.8					2832
144.1																																		1247
144.2										564		414
144.3		1192																							615
144.4	827																						1113												1312		1009
144.5																																							1308
144.6			1215
144.7																															1071
144.8						2074
145				844
145.1																								1509								1143
145.2																			638
145.3																				2622													3275
145.9										281					912										338
146.3							287
146.4																					672
146.5																		650
146.6												523				638											821
146.7																																						1563
146.8																																				2463
146.9																																							1835
147																	1309					866							1163
147.1									754										1481
147.2																												2347
147.3																																		2219
147.6										505															704
147.7			527
147.8																																741
147.9																																					616
148.3																														725
148.4																															682
148.8						618					934
148.9																			31747
149												146														704									663
149.2				679						390															431														1252
149.3														1276
149.4								981
149.5							892
149.6		1384
149.8																																	708
150.2	870												868										1015
150.3					2044
150.4																																691
150.5																491
150.6																					732													895				972
150.7			395
150.8																			1357
150.9										374												757			403
151.4																								2127													3228
151.5												423																944
151.6																																							6022
151.7																											2634
152.1																															3543
152.2																		818
152.3															1591					1281
152.5																	1517								815
152.6							510			485
152.7									783										1253
152.8						424
153.1																																1111
153.3				1823
153.5																																				863
153.7																																			1610
153.8			1543
153.9												240																						938
154																																							1220
154.1																									1132
154.3										689																							847
154.4																669																						935
154.5																			942
154.8																					2173	1177
154.9																																					83892
155		676
155.3																														591
155.7																													1336			1066
155.8							458																		574
155.9																												803			343
156	654									340													863
156.3											817	195
156.4																			646							1600													2013
156.7														1043
156.8					1170	730																					922
156.9			350
157.1													701
157.2																																		635
157.3								851
157.4																									544
157.5				393
157.6										468
157.7																								4333
157.8																		967
157.9																	2442
158.2																482
158.3																			391													950			976			861
158.4									444																												394
158.6															1659							1585
158.7												411																											3623
158.9																					400												655
159							4447
159.1																									1043
159.2																				990
159.3										781
159.6																															1022
160			575
160.1																			456																	1734
160.2																												699
160.3		1990
160.4																																		1833
160.7																									445
160.9						600
161										571																						770
161.1												120																											1220
161.6				1097
161.7	3327																						4881
161.8																											543
162																			476																		592
162.1																2522																						828
162.2							505
162.3																									489
162.4																														794
162.5																						1138
162.7										333
163			479																																954
163.1																					11306
163.3																	1117														1029
163.4					1512																												1363
163.5												184						746																					878
163.6																																1590
163.7											709																							945
163.8																			566
163.9													972													1033
164																								1393	637
164.1									1120
164.2														4543
164.3										3795																			1115
164.5																												829
164.9						1257
165															1877
165.1								1024
165.4							545
165.5																																					1926
165.6																									469
165.7		668																	690
165.8				645																																			977
165.9												178				593
166										301																												1124
166.1			168																	1148
166.3																																713
166.4																						1353
166.8																																				1025
166.9																											1043
167																															367			989
167.3																					500				496
167.5	506																						768
167.6																			507
167.7										835																									1147
168																																	753
168.2																																							1268
168.3												84
168.5							421
168.8																	1151
168.9						466																			488			864				826
169																																					701
169.1																		2910
169.2			1314
169.4										263									408											626
169.7									649
169.8																945
169.9				464	945																																	788
170.3																						603												751
170.4																								1920
170.5																									1254
170.6																																							2333
170.7												8310	2843																		4303
171		991
171.1										350
171.2											745
171.3															1428				375							1292
171.5																					626											874
171.6														1240
171.7							385
171.9																											1270
172.2																									1073
172.3			643																																1017
172.5																																	1044				1246
172.7										7866
172.9						589																																	912
173								919												1370									1030
173.1												203							729
173.2																												1107
173.3	834																						1179
173.5																																		3122		1937
173.7																655																						822
173.8																									1235
174.1				1196																		1132
174.2																	827															683
174.4										534																					664
174.7																		1086
174.9							935
175																			1333
175.3			384																																				1090
175.4									795
175.5												173													638
175.7																					710
176.1										679																											1330
176.4		708			1443
176.5																														1025
176.7																								1312
176.8																																3364		3496
176.9						713													502
177																											700						871		807
177.1																									390
177.5																409												632
177.6													1284																									1346
177.7															842																								707
177.8										973
177.9												163
178																						1438
178.1							342																								469
178.2				588
178.4			173
178.6											945
178.7																			720						787
178.8																										2496
179.1	840													900									989
179.4										378
179.5																																3481
179.6																																					721
179.7																	1614
179.9																				1523	647
180																																							801
180.1																																		2127
180.2																																				972
180.3												124
180.4																		853							470
180.6																			1251
180.9								931
181						1980			835
181.1										333
181.3							699
181.4																921																						925
181.5			654
181.6																													2559				4667		4481
181.7		51942
181.8																															534
