task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
22	c5/0128d1	38673115	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SLOV_1_1990-L001)	COMPLETED	0	2023-06-15 19:46:12.970	15m 25s	15m 8s	1910.3%	9.7 GB	21.2 GB	7.9 GB	7.3 GB
21	1c/6208b3	38673116	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SLOV_1_1990-L001)	COMPLETED	0	2023-06-15 19:46:13.368	15m 30s	15m 9s	1906.4%	9.8 GB	21.2 GB	7.9 GB	7.3 GB
50	b1/14df08	38673118	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SLOV_1_1990-L001)	COMPLETED	0	2023-06-15 19:46:14.068	20m 59s	15m 11s	1905.2%	9.7 GB	21.2 GB	7.9 GB	7.3 GB
25	59/044d03	38673117	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SLOV_1_1990-L001)	COMPLETED	0	2023-06-15 19:46:13.774	21m 5s	15m 15s	1900.6%	9.7 GB	21.3 GB	7.9 GB	7.3 GB
56	65/9cb76a	38673119	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SLOV_1_1990-L001)	COMPLETED	0	2023-06-15 19:46:14.567	26m 24s	15m 9s	1907.1%	9.7 GB	21.2 GB	7.9 GB	7.3 GB
68	44/59d957	38673120	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SLOV_1_1990-L001)	COMPLETED	0	2023-06-15 19:46:14.868	26m 29s	15m 9s	1910.5%	9.7 GB	21.2 GB	7.9 GB	7.3 GB
115	82/8387e2	38673132	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_1_2016-L001)	COMPLETED	0	2023-06-15 19:46:18.368	26m 35s	4m 26s	1859.2%	5.9 GB	20.9 GB	3.1 GB	2.2 GB
153	5b/90669f	38673138	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_1_2016-L001)	COMPLETED	0	2023-06-15 19:46:20.169	26m 33s	4m 26s	1859.9%	5.9 GB	21.1 GB	3.1 GB	2.2 GB
112	85/961f7a	38673127	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_1_2016-L001)	COMPLETED	0	2023-06-15 19:46:17.180	26m 41s	4m 29s	1836.7%	5.9 GB	20.9 GB	3.1 GB	2.2 GB
113	20/8504d7	38673128	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_1_2016-L001)	COMPLETED	0	2023-06-15 19:46:17.598	26m 41s	4m 26s	1855.9%	5.9 GB	20.9 GB	3.1 GB	2.2 GB
114	6c/84ca18	38673131	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_1_2016-L001)	COMPLETED	0	2023-06-15 19:46:17.976	26m 40s	4m 27s	1858.7%	6.2 GB	20.9 GB	3.1 GB	2.2 GB
122	c5/090aa3	38673133	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_1_2016-L001)	COMPLETED	0	2023-06-15 19:46:18.568	26m 40s	4m 28s	1846.3%	5.9 GB	20.9 GB	3.1 GB	2.2 GB
130	24/c7017b	38673134	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_1_2016-L001)	COMPLETED	0	2023-06-15 19:46:19.270	26m 39s	4m 28s	1843.0%	5.9 GB	20.9 GB	3.1 GB	2.2 GB
146	4d/0398b9	38673135	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_1_2016-L001)	COMPLETED	0	2023-06-15 19:46:19.467	26m 39s	4m 27s	1856.1%	6.2 GB	21 GB	3.1 GB	2.2 GB
137	e3/9d1ae6	38673136	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_1_2016-L001)	COMPLETED	0	2023-06-15 19:46:19.668	26m 39s	4m 28s	1848.4%	6.1 GB	20.9 GB	3.1 GB	2.2 GB
147	80/665f69	38673137	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_1_2016-L001)	COMPLETED	0	2023-06-15 19:46:19.972	26m 39s	4m 28s	1846.8%	5.9 GB	21 GB	3.1 GB	2.2 GB
156	17/672574	38673139	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_1_2016-L001)	COMPLETED	0	2023-06-15 19:46:20.477	26m 38s	4m 27s	1854.1%	6.2 GB	20.9 GB	3.1 GB	2.2 GB
522	57/8ba392	38673319	NFCORE_SAREK:SAREK:FASTP (ALTA_2_2015-L001)	COMPLETED	0	2023-06-15 20:12:58.543	3m 30s	1m 50s	748.2%	1.9 GB	2.8 GB	4.4 GB	4 GB
80	3d/8ce55c	38673121	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SLOV_1_1990-L001)	COMPLETED	0	2023-06-15 19:46:15.171	31m 53s	15m 9s	1908.3%	9.7 GB	21.4 GB	7.9 GB	7.3 GB
71	db/4ea557	38673122	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SLOV_1_1990-L001)	COMPLETED	0	2023-06-15 19:46:15.668	31m 58s	15m 12s	1903.2%	9.7 GB	21.3 GB	7.9 GB	7.3 GB
81	e3/64d0a9	38673123	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SLOV_1_1990-L001)	COMPLETED	0	2023-06-15 19:46:15.969	31m 58s	15m 12s	1903.0%	9.7 GB	21.4 GB	7.9 GB	7.3 GB
93	15/ca91c6	38673125	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SLOV_1_1990-L001)	COMPLETED	0	2023-06-15 19:46:16.668	31m 57s	15m 11s	1907.0%	9.7 GB	21.2 GB	7.9 GB	7.3 GB
82	2e/5214ee	38673124	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SLOV_1_1990-L001)	COMPLETED	0	2023-06-15 19:46:16.467	32m 2s	15m 16s	1895.5%	9.7 GB	21.2 GB	7.9 GB	7.3 GB
168	f9/ff6867	38673140	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_1_2016-L001)	COMPLETED	0	2023-06-15 19:46:20.672	32m 8s	4m 27s	1858.8%	5.9 GB	20.9 GB	3.1 GB	2.2 GB
588	33/9357a2	38675148	NFCORE_SAREK:SAREK:FASTP (KALM_9_1981-L001)	COMPLETED	0	2023-06-15 20:18:08.548	3m 30s	2m 41s	998.1%	1.9 GB	2.8 GB	8.7 GB	7.9 GB
251	c0/04f2da	38673161	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_4_2008-L001)	COMPLETED	0	2023-06-15 19:46:24.267	35m 44s	8m 10s	1906.8%	7.5 GB	21 GB	4.8 GB	4 GB
226	94/3758d5	38673153	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_4_2008-L001)	COMPLETED	0	2023-06-15 19:46:23.268	35m 50s	8m 13s	1898.8%	7.5 GB	21.2 GB	4.8 GB	4 GB
228	e6/c2906c	38673154	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_4_2008-L001)	COMPLETED	0	2023-06-15 19:46:23.389	35m 50s	8m 14s	1900.2%	7.6 GB	21 GB	4.8 GB	4 GB
241	8c/92db4a	38673156	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_4_2008-L001)	COMPLETED	0	2023-06-15 19:46:23.589	35m 50s	8m 14s	1888.9%	7.6 GB	21.1 GB	4.8 GB	4 GB
246	3b/5a429d	38673157	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_4_2008-L001)	COMPLETED	0	2023-06-15 19:46:23.767	35m 50s	8m 14s	1891.4%	7.5 GB	21.2 GB	4.8 GB	4 GB
249	3e/83d5b5	38673158	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_4_2008-L001)	COMPLETED	0	2023-06-15 19:46:23.790	35m 50s	8m 13s	1899.5%	7.6 GB	21.2 GB	4.8 GB	4 GB
250	5c/25b63e	38673159	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_4_2008-L001)	COMPLETED	0	2023-06-15 19:46:23.889	35m 50s	8m 13s	1892.7%	7.5 GB	21.1 GB	4.8 GB	4 GB
252	6f/4d7a8e	38673160	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_4_2008-L001)	COMPLETED	0	2023-06-15 19:46:24.074	35m 50s	8m 14s	1891.7%	7.5 GB	21 GB	4.8 GB	4 GB
256	8c/9d4824	38673164	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_4_2008-L001)	COMPLETED	0	2023-06-15 19:46:24.500	35m 49s	8m 12s	1896.6%	7.5 GB	21 GB	4.8 GB	4 GB
178	fd/553ed0	38673142	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_2_1995-L001)	COMPLETED	0	2023-06-15 19:46:20.981	35m 57s	8m 18s	1891.7%	7.3 GB	21 GB	4.9 GB	4.1 GB
179	28/65c4f0	38673144	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_2_1995-L001)	COMPLETED	0	2023-06-15 19:46:21.385	35m 57s	8m 16s	1897.7%	7.3 GB	21.1 GB	4.9 GB	4.1 GB
203	6f/7c7cc1	38673146	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_2_1995-L001)	COMPLETED	0	2023-06-15 19:46:21.779	35m 57s	8m 19s	1885.7%	7.3 GB	21.1 GB	4.9 GB	4.1 GB
208	7a/73bfb5	38673147	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_2_1995-L001)	COMPLETED	0	2023-06-15 19:46:22.102	35m 56s	8m 20s	1885.4%	7.3 GB	21 GB	4.9 GB	4.1 GB
211	6e/bb0d23	38673148	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_2_1995-L001)	COMPLETED	0	2023-06-15 19:46:22.467	35m 56s	8m 20s	1884.1%	7.3 GB	21.1 GB	4.9 GB	4.1 GB
212	32/8e7d81	38673149	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_2_1995-L001)	COMPLETED	0	2023-06-15 19:46:22.581	35m 56s	8m 17s	1893.1%	7.3 GB	21 GB	4.9 GB	4.1 GB
214	b6/6c3e74	38673150	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_2_1995-L001)	COMPLETED	0	2023-06-15 19:46:22.772	35m 56s	8m 19s	1889.4%	7.3 GB	21 GB	4.9 GB	4.1 GB
222	0e/8363e2	38673152	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_2_1995-L001)	COMPLETED	0	2023-06-15 19:46:23.082	35m 55s	8m 17s	1893.9%	7.3 GB	21 GB	4.9 GB	4.1 GB
232	a2/70a938	38673155	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_4_2008-L001)	COMPLETED	0	2023-06-15 19:46:23.486	35m 55s	8m 16s	1885.0%	7.6 GB	21 GB	4.8 GB	4 GB
175	67/20fb2b	38673141	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_2_1995-L001)	COMPLETED	0	2023-06-15 19:46:20.871	36m 4s	8m 25s	1867.2%	7.3 GB	21 GB	4.9 GB	4.1 GB
191	0a/acb956	38673143	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_2_1995-L001)	COMPLETED	0	2023-06-15 19:46:21.205	36m 4s	8m 22s	1879.0%	7.3 GB	21 GB	4.9 GB	4.1 GB
196	bf/4f9caa	38673145	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_2_1995-L001)	COMPLETED	0	2023-06-15 19:46:21.671	36m 3s	8m 22s	1875.5%	7.3 GB	21 GB	4.9 GB	4.1 GB
215	db/3f2a5f	38673151	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_2_1995-L001)	COMPLETED	0	2023-06-15 19:46:22.980	36m 2s	8m 26s	1866.3%	7.3 GB	21.2 GB	4.9 GB	4.1 GB
105	db/5df513	38673126	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SLOV_1_1990-L001)	COMPLETED	0	2023-06-15 19:46:16.881	37m 27s	15m 12s	1904.8%	9.7 GB	21.2 GB	7.9 GB	7.3 GB
263	ae/198822	38673165	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_4_2008-L001)	COMPLETED	0	2023-06-15 19:46:25.046	41m 18s	8m 15s	1888.8%	7.5 GB	21.1 GB	4.8 GB	4 GB
264	8e/dc4e65	38673169	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_4_2008-L001)	COMPLETED	0	2023-06-15 19:46:25.289	41m 18s	8m 13s	1894.8%	7.5 GB	21 GB	4.8 GB	4 GB
420	d6/d566e7	38673225	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_2_2002-L001)	COMPLETED	0	2023-06-15 19:47:24.480	41m 14s	3m 38s	1838.8%	5.1 GB	19.7 GB	2.7 GB	1.8 GB
421	63/1a37a2	38673226	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_2_2002-L001)	COMPLETED	0	2023-06-15 19:47:24.503	41m 14s	3m 38s	1835.8%	5.2 GB	19.7 GB	2.7 GB	1.8 GB
422	1c/820e57	38673227	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_2_2002-L001)	COMPLETED	0	2023-06-15 19:47:24.567	41m 14s	3m 38s	1838.9%	5.1 GB	19.7 GB	2.7 GB	1.8 GB
428	f7/2c2b6c	38673228	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_2_2002-L001)	COMPLETED	0	2023-06-15 19:47:24.627	41m 14s	3m 39s	1831.4%	5.1 GB	19.6 GB	2.7 GB	1.8 GB
440	53/76f4cc	38673229	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_2_2002-L001)	COMPLETED	0	2023-06-15 19:47:24.648	41m 14s	3m 39s	1827.6%	5.1 GB	19.7 GB	2.7 GB	1.8 GB
445	90/8facb9	38673230	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_2_2002-L001)	COMPLETED	0	2023-06-15 19:47:24.680	41m 14s	3m 38s	1838.1%	5.1 GB	19.6 GB	2.7 GB	1.8 GB
455	db/9a3a83	38673231	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_2_2002-L001)	COMPLETED	0	2023-06-15 19:47:25.341	41m 13s	3m 38s	1838.3%	5.2 GB	19.7 GB	2.7 GB	1.8 GB
468	f9/1b3451	38673232	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_2_2002-L001)	COMPLETED	0	2023-06-15 19:47:25.374	41m 13s	3m 41s	1814.0%	5.1 GB	19.6 GB	2.7 GB	1.8 GB
460	29/b9fd0b	38673233	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_2_2002-L001)	COMPLETED	0	2023-06-15 19:47:25.401	41m 13s	3m 38s	1837.8%	5.1 GB	19.7 GB	2.7 GB	1.8 GB
470	f4/b08269	38673234	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_2_2002-L001)	COMPLETED	0	2023-06-15 19:47:25.439	41m 13s	3m 37s	1838.6%	5.1 GB	19.6 GB	2.7 GB	1.8 GB
480	f3/966f6e	38673235	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_2_2002-L001)	COMPLETED	0	2023-06-15 19:47:25.476	41m 13s	3m 37s	1841.9%	5.1 GB	19.7 GB	2.7 GB	1.8 GB
482	2b/aa51ae	38673236	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (KRAS_2_2002-L001)	COMPLETED	0	2023-06-15 19:47:25.497	41m 13s	3m 38s	1841.0%	5.1 GB	19.6 GB	2.7 GB	1.8 GB
631	c4/a97b63	38675187	NFCORE_SAREK:SAREK:FASTQC (KAZA_2_2006-L001)	COMPLETED	0	2023-06-15 20:22:24.978	8m 39s	7m 34s	168.7%	1.1 GB	3.8 GB	6.2 GB	4.3 MB
484	43/e26174	38673237	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_1_1998-L001)	COMPLETED	0	2023-06-15 19:47:25.517	48m 33s	10m 58s	1894.5%	8.1 GB	21.2 GB	6 GB	5.3 GB
491	d0/50c850	38673241	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_1_1998-L001)	COMPLETED	0	2023-06-15 19:47:25.607	48m 33s	11m	1891.1%	8.1 GB	21.2 GB	6 GB	5.3 GB
277	4b/b1a3e2	38673172	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_1_1994-L001)	COMPLETED	0	2023-06-15 19:46:25.404	49m 38s	16m 34s	1920.4%	10.1 GB	21.2 GB	8 GB	7.4 GB
284	72/4701c5	38673174	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_1_1994-L001)	COMPLETED	0	2023-06-15 19:46:25.502	49m 38s	16m 33s	1919.7%	10 GB	21.3 GB	8 GB	7.4 GB
485	3a/2abfb2	38673239	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_1_1998-L001)	COMPLETED	0	2023-06-15 19:47:25.567	48m 38s	11m 1s	1882.7%	8.1 GB	21.2 GB	6 GB	5.3 GB
488	85/2dbd6b	38673240	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_1_1998-L001)	COMPLETED	0	2023-06-15 19:47:25.587	48m 38s	11m 1s	1893.4%	8.1 GB	21.2 GB	6 GB	5.3 GB
300	34/ee312a	38673177	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_1_1994-L001)	COMPLETED	0	2023-06-15 19:46:26.179	49m 42s	16m 38s	1914.6%	10.1 GB	21.4 GB	8 GB	7.4 GB
326	7a/492f8b	38673181	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_1_1994-L001)	COMPLETED	0	2023-06-15 19:46:26.407	49m 42s	16m 37s	1914.3%	10 GB	21.2 GB	8 GB	7.4 GB
319	53/cd3944	38673183	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_1_1994-L001)	COMPLETED	0	2023-06-15 19:46:26.515	49m 42s	16m 40s	1907.1%	10 GB	21.2 GB	8 GB	7.4 GB
327	b4/03912e	38673186	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_1_1994-L001)	COMPLETED	0	2023-06-15 19:46:27.421	49m 41s	16m 36s	1911.1%	9.7 GB	21.2 GB	8 GB	7.4 GB
313	98/8200bd	38673178	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_1_1994-L001)	COMPLETED	0	2023-06-15 19:46:26.217	49m 47s	16m 40s	1910.0%	10 GB	21.2 GB	8 GB	7.4 GB
583	d8/bf0cac	38673322	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (STOC_6_1965-L001)	COMPLETED	0	2023-06-15 20:12:58.671	24m 10s	6m 39s	1884.4%	6.7 GB	21 GB	4.2 GB	3.4 GB
597	34/3df456	38673324	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (STOC_6_1965-L001)	COMPLETED	0	2023-06-15 20:12:58.714	24m 10s	6m 40s	1884.5%	7 GB	21.1 GB	4.2 GB	3.4 GB
599	9c/914935	38673326	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (STOC_6_1965-L001)	COMPLETED	0	2023-06-15 20:12:58.806	24m 10s	6m 40s	1882.3%	6.8 GB	21 GB	4.2 GB	3.4 GB
605	fe/6732e8	38673341	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (STOC_6_1965-L001)	COMPLETED	0	2023-06-15 20:16:28.575	20m 40s	6m 40s	1882.4%	6.8 GB	21 GB	4.2 GB	3.4 GB
570	f4/ba1bad	38673318	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (STOC_6_1965-L001)	COMPLETED	0	2023-06-15 20:12:58.462	24m 15s	6m 43s	1869.7%	6.7 GB	21.1 GB	4.2 GB	3.4 GB
575	d6/0d1ef6	38673320	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (STOC_6_1965-L001)	COMPLETED	0	2023-06-15 20:12:58.575	24m 15s	6m 41s	1877.3%	6.9 GB	21.1 GB	4.2 GB	3.4 GB
581	cd/5d280a	38673321	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (STOC_6_1965-L001)	COMPLETED	0	2023-06-15 20:12:58.595	24m 15s	6m 41s	1876.2%	7 GB	21.2 GB	4.2 GB	3.4 GB
593	b3/08672f	38673323	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (STOC_6_1965-L001)	COMPLETED	0	2023-06-15 20:12:58.693	24m 15s	6m 42s	1879.2%	6.7 GB	21.1 GB	4.2 GB	3.4 GB
598	5f/059846	38673325	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (STOC_6_1965-L001)	COMPLETED	0	2023-06-15 20:12:58.786	24m 15s	6m 42s	1880.3%	6.9 GB	21 GB	4.2 GB	3.4 GB
515	f0/0a397d	38673257	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_1_1991-L001)	COMPLETED	0	2023-06-15 19:52:18.537	46m	7m 48s	1889.1%	7.1 GB	19.8 GB	5 GB	4.2 GB
532	bc/eff903	38673272	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_1_1991-L001)	COMPLETED	0	2023-06-15 19:56:33.491	41m 45s	7m 50s	1888.1%	7.1 GB	19.8 GB	5 GB	4.2 GB
520	b6/16b093	38673274	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_1_1991-L001)	COMPLETED	0	2023-06-15 19:58:28.850	39m 50s	7m 49s	1890.0%	7.1 GB	19.8 GB	5 GB	4.2 GB
552	e1/c457ec	38673296	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_1_1991-L001)	COMPLETED	0	2023-06-15 20:07:13.648	31m 5s	7m 48s	1889.0%	7.1 GB	19.8 GB	5 GB	4.2 GB
558	8b/959864	38673312	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_1_1991-L001)	COMPLETED	0	2023-06-15 20:12:38.525	25m 40s	7m 50s	1887.5%	7.1 GB	19.8 GB	5 GB	4.2 GB
562	20/37e0de	38673315	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_1_1991-L001)	COMPLETED	0	2023-06-15 20:12:53.555	25m 25s	7m 51s	1883.9%	7.1 GB	19.9 GB	5 GB	4.2 GB
563	d8/c17fd7	38673316	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_1_1991-L001)	COMPLETED	0	2023-06-15 20:12:53.616	25m 25s	7m 50s	1883.1%	7.1 GB	19.8 GB	5 GB	4.2 GB
