task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1587	93/3a7c9c	38675768	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (ALTA_1_2015)	COMPLETED	0	2023-06-15 21:32:55.268	32m 34s	31m 56s	162.1%	21.3 GB	34.8 GB	36.3 GB	15.2 GB
1695	08/3d8d24	38675932	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:INDEX_MARKDUPLICATES (ALTA_1_2015)	COMPLETED	0	2023-06-15 22:05:29.887	14.8s	3s	61.4%	4.3 MB	13.2 MB	3.8 GB	198.2 KB
1669	28/458d26	38675879	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (VAST_1_1983)	COMPLETED	0	2023-06-15 21:56:19.846	9m 50s	9m 40s	98.9%	85.6 MB	145.2 MB	5 GB	121.6 KB
1698	f8/45b0da	38675934	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (ALTA_1_2015)	COMPLETED	0	2023-06-15 22:05:44.861	1m 10s	1m 3s	226.7%	567.5 MB	593.1 MB	4.2 GB	11.4 MB
1672	2c/18bdd6	38675884	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (KRAS_1_2002)	COMPLETED	0	2023-06-15 21:56:59.743	10m 25s	10m 15s	98.9%	89.5 MB	145.9 MB	4.8 GB	111.4 KB
1460	54/a8c892	38675655	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (CHEH_1_1989)	COMPLETED	0	2023-06-15 21:15:53.697	51m 41s	50m 51s	146.7%	17.5 GB	34.8 GB	60.4 GB	26.6 GB
1571	36/8e8c61	38675742	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (KALM_9_1981)	COMPLETED	0	2023-06-15 21:27:26.047	40m 9s	39m 30s	157.5%	18.7 GB	34.8 GB	44 GB	19.1 GB
1459	00/d2bfca	38675654	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (JAPA_1_1994)	COMPLETED	0	2023-06-15 21:15:49.402	52m 5s	51m 6s	149.3%	15.8 GB	34.9 GB	56.4 GB	25.5 GB
1699	5a/ca8cbf	38675941	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:INDEX_MARKDUPLICATES (CHEH_1_1989)	COMPLETED	0	2023-06-15 22:07:34.825	19.9s	12s	27.5%	4.2 MB	13.2 MB	5.8 GB	303.6 KB
1700	ed/068fdd	38675942	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:INDEX_MARKDUPLICATES (KALM_9_1981)	COMPLETED	0	2023-06-15 22:07:34.890	20s	10s	26.1%	4.4 MB	13.3 MB	4.1 GB	224.9 KB
1701	9c/7fb485	38675946	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:INDEX_MARKDUPLICATES (JAPA_1_1994)	COMPLETED	0	2023-06-15 22:07:54.880	19.7s	9s	34.6%	4.5 MB	13.4 MB	5.6 GB	260.4 KB
1706	e0/9b7f06	38675950	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (KALM_9_1981)	COMPLETED	0	2023-06-15 22:07:55.286	1m 4s	53s	269.1%	375.2 MB	399.8 MB	4.6 GB	11.3 MB
1702	30/290704	38675948	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (CHEH_1_1989)	COMPLETED	0	2023-06-15 22:07:55.080	1m 35s	1m 24s	240.7%	376.5 MB	400.4 MB	6.3 GB	11.8 MB
1708	44/e205d2	38675951	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (JAPA_1_1994)	COMPLETED	0	2023-06-15 22:08:14.777	1m 30s	1m 19s	205.1%	370.4 MB	399.1 MB	5.7 GB	11.9 MB
1586	94/c78f1a	38675767	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (KALM_10_1983)	COMPLETED	0	2023-06-15 21:32:54.661	37m 40s	37m 11s	158.9%	15.7 GB	34.8 GB	47.2 GB	21 GB
1711	8b/22f773	38675964	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:INDEX_MARKDUPLICATES (KALM_10_1983)	COMPLETED	0	2023-06-15 22:10:35.297	14.4s	4s	61.0%	4.2 MB	13.2 MB	4.6 GB	246.4 KB
1689	45/51363c	38675903	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (KALM_1_2018)	COMPLETED	0	2023-06-15 21:59:24.793	11m 40s	11m 35s	98.9%	87.9 MB	146.1 MB	5.5 GB	117.9 KB
1684	5e/c4779c	38675900	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (KRAS_3_2002)	COMPLETED	0	2023-06-15 21:58:45.986	12m 34s	12m 30s	99.1%	84.9 MB	145.9 MB	5.4 GB	119.8 KB
1712	13/43de15	38675966	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (KALM_10_1983)	COMPLETED	0	2023-06-15 22:10:50.711	1m 14s	1m 7s	248.8%	375.6 MB	399.1 MB	5 GB	11.6 MB
1677	7e/082ff0	38675894	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (VAST_3_2005)	COMPLETED	0	2023-06-15 21:58:29.878	13m 40s	13m 27s	99.2%	85 MB	145 MB	5.5 GB	117.4 KB
1681	1d/213281	38675897	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (SMAL_4_1996)	COMPLETED	0	2023-06-15 21:58:35.067	13m 40s	13m 35s	99.2%	64.6 MB	145 MB	5.6 GB	113 KB
1692	c7/ac0a97	38675911	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (RUSS_3_1999)	COMPLETED	0	2023-06-15 22:00:49.949	13m 20s	13m 16s	99.1%	87.6 MB	145.9 MB	5.8 GB	115.7 KB
1696	c7/1ffd85	38675935	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (ALTA_1_2015)	COMPLETED	0	2023-06-15 22:05:44.983	11m 15s	11m 4s	98.6%	88.8 MB	145.9 MB	4.9 GB	112.9 KB
1705	7f/0245b4	38675949	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (KALM_9_1981)	COMPLETED	0	2023-06-15 22:07:55.229	12m 4s	11m 54s	98.8%	65.3 MB	145.9 MB	5.2 GB	116.8 KB
1709	4a/ab8f24	38675952	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (JAPA_1_1994)	COMPLETED	0	2023-06-15 22:08:14.921	14m 55s	14m 45s	98.9%	86.4 MB	145.9 MB	6.7 GB	251.8 KB
1713	6e/231b62	38675965	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (KALM_10_1983)	COMPLETED	0	2023-06-15 22:10:50.651	13m 14s	13m 9s	99.2%	85.8 MB	146 MB	5.8 GB	112.2 KB
1703	da/616154	38675947	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (CHEH_1_1989)	COMPLETED	0	2023-06-15 22:07:54.984	17m	16m 51s	99.0%	63.9 MB	146 MB	6.9 GB	116 KB
1418	f4/53cc5b	38675634	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (SLOV_1_1990)	COMPLETED	0	2023-06-15 21:13:08.794	1h 18m 21s	1h 17m 28s	90.8%	16.4 GB	34.8 GB	53.3 GB	23.3 GB
1715	88/672aba	38676089	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:INDEX_MARKDUPLICATES (SLOV_1_1990)	COMPLETED	0	2023-06-15 22:31:29.786	14.8s	3s	73.8%	4.3 MB	13.3 MB	5 GB	265.9 KB
1716	5d/f2858a	38676091	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:MOSDEPTH (SLOV_1_1990)	COMPLETED	0	2023-06-15 22:31:44.870	1m 30s	1m 15s	231.9%	375.4 MB	399.1 MB	5.5 GB	11.7 MB
1719	08/589343	38676100	NFCORE_SAREK:SAREK:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2023-06-15 22:33:22.245	7.4s	493ms	50.3%	4.9 MB	13.4 MB	865.9 KB	4.1 KB
1717	44/83501f	38676092	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:CRAM_QC_MOSDEPTH_SAMTOOLS:SAMTOOLS_STATS (SLOV_1_1990)	COMPLETED	0	2023-06-15 22:31:44.967	14m 10s	14m 6s	98.9%	67.4 MB	145.9 MB	6.1 GB	119.7 KB
1720	90/04d7f9	38676143	NFCORE_SAREK:SAREK:MULTIQC	COMPLETED	0	2023-06-15 22:45:59.653	1m 45s	1m 34s	128.0%	1.2 GB	1.8 GB	2.3 GB	91.2 MB
